[35,2]
[2,3]
[20,3]
[23,3]
[31,3]
[3,4]
[4,5]
[4,6]
[6,7]
[7,8]
[8,9]
[9,10]
[9,11]
[6,12]
[12,13]
[13,14]
[14,15]
[14,16]
[16,17]
[17,18]
[18,19]
[16,20]
[20,21]
[21,22]
[12,23]
[23,24]
[24,25]
[25,26]
[26,27]
[26,28]
[28,29]
[30,29]
[29,30]
[29,31]
[3,32]
[32,33]
[32,34]
[10,36]
[15,36]
[27,36]
[33,36]
[34,36]
